filename,num_tot_pages,num_cont_pages,num_words_full,num_words_cont,num_figures,num_tables,num_references,total_sentences,total_words,unique_words,avg_sentence_length,avg_word_length,lexical_diversity,flesch_kincaid_grade,handin_month,abstract_ts,Author,num_authors,Publication Year,primary_member_id_s,Title,Department_new
67e74887685bbb12f3a9deee_Algorithms for Minimum Chain Covers (translated Algoritmer for mindste kædedækning).txt,56,52,21660,19899,25,3,2.0,988.0,17927.0,2349.0,18.14,4.45,0.131,8.5,February 2025,,"Møller, Tobias Holtoft|Kirk, Kasper Sand",1,2025,67e74887685bbb12f3a9deee,Algorithms for Minimum Chain Covers|Algoritmer for mindste kædedækning,DTU Compute
67e74887685bbb12f3a9deee_Algorithms for Minimum Chain Covers (translated Algoritmer for mindste kædedækning).txt,56,52,21660,19899,25,3,2.0,988.0,17927.0,2349.0,18.14,4.45,0.131,8.5,February 2025,,"Møller, Tobias Holtoft|Kirk, Kasper Sand",1,2025,67e74887685bbb12f3a9deee,Algorithms for Minimum Chain Covers|Algoritmer for mindste kædedækning,DTU Compute
669ef5317ac224e8f3329aac_Solid Urban Waste – An Inevitable Opportunity Exploring the Entrepreneurial Opportunities derived by Green Policies (tra.txt,141,89,53040,32694,11,6,105.0,1371.0,31224.0,3594.0,22.77,5.19,0.115,13.6,June 2024,,"Taramas, Stefanos",1,2024,669ef5317ac224e8f3329aac,"Solid Urban Waste – An Inevitable Opportunity: Exploring the Entrepreneurial Opportunities derived by Green Policies|Fast byaffald – en uundgaelig mulighed: Udforsk de iværksættermuligheder, der er afledt af grønne politikker",DTU Management
62fae0610ff79bcdfa82b5c0_Detection and tracking of beta cells from live confocal microscopy imaging (translated Detektion og tracking af betacell.txt,81,79,20508,20149,40,12,33.0,969.0,19376.0,3071.0,20.0,4.84,0.158,11.0,October 2007,,"Bjarnason, Gudmundur Hermann",1,2022,62fae0610ff79bcdfa82b5c0,Detection and tracking of beta cells from live confocal microscopy imaging|Detektion og tracking af betaceller fra live confocal mikroskopi,DTU Compute
66b01842d6a049e8f36f2066_CFD simulations of speedway motorcycle (translated CFD beregninger paa speedway motorcykel).txt,55,49,10304,9864,40,4,24.0,522.0,9938.0,1883.0,19.04,5.14,0.189,11.6,,,"Gudmand-Høyer, Sebastian Obwoya",1,2024,66b01842d6a049e8f36f2066,CFD simulations of speedway motorcycle|CFD beregninger paa speedway motorcykel,DTU Construct
68db1fd64fa20911e0da98f5_Frequency-domain analysis of dynamic responses of multi-modular offshore structures in waves (translated Frekvensdomænea.txt,60,57,17140,17009,18,1,11.0,694.0,15953.0,2594.0,22.99,4.6,0.163,11.8,December 2026,,"Perna, Riccardo Di",1,2025,68db1fd64fa20911e0da98f5,Frequency-domain analysis of dynamic responses of multi-modular offshore structures in waves|Frekvensdomæneanalyse af dynamiske reaktioner i multimodulære offshore-strukturer i bølger,DTU Construct
68db1fd64fa20911e0da98f5_Frequency-domain analysis of dynamic responses of multi-modular offshore structures in waves (translated Frekvensdomænea.txt,60,57,17140,17009,18,1,11.0,694.0,15953.0,2594.0,22.99,4.6,0.163,11.8,December 2026,,"Perna, Riccardo Di",1,2025,68db1fd64fa20911e0da98f5,Frequency-domain analysis of dynamic responses of multi-modular offshore structures in waves|Frekvensdomæneanalyse af dynamiske reaktioner i multimodulære offshore-strukturer i bølger,DTU Construct
65d69ed31940233390850d3b_Design and characterization of whole-cell metabolite biosensors (translated Design og karakterisering af metabolit biose.txt,86,72,27263,24811,22,2,,1204.0,25652.0,2996.0,21.31,4.95,0.117,11.9,January 2024,,"Jørgensen, Johan Peter Bredal",1,2024,65d69ed31940233390850d3b,Design and characterization of whole-cell metabolite biosensors|Design og karakterisering af metabolit biosensorer,DTU Bioengineering
66c681ec92cc0e204c4d8fb0_Design of a twin Automatic Gain Control amplifier in 180 nm CMOS (translated Design af en dobbelt automatisk forstærknin.txt,154,83,44338,24483,269,25,13.0,1082.0,19473.0,2843.0,18.0,4.57,0.146,8.6,April 2024,,"Peng, Weitong",1,2024,66c681ec92cc0e204c4d8fb0,Design of a twin Automatic Gain Control amplifier in 180 nm CMOS|Design af en dobbelt automatisk forstærkningskontrolforstærker i 180 nm CMOS,DTU Electro
66c681ec92cc0e204c4d8fb0_Design of a twin Automatic Gain Control amplifier in 180 nm CMOS (translated Design af en dobbelt automatisk forstærknin.txt,154,83,44338,24483,269,25,13.0,1082.0,19473.0,2843.0,18.0,4.57,0.146,8.6,April 2024,,"Peng, Weitong",1,2024,66c681ec92cc0e204c4d8fb0,Design of a twin Automatic Gain Control amplifier in 180 nm CMOS|Design af en dobbelt automatisk forstærkningskontrolforstærker i 180 nm CMOS,DTU Electro
63fd546389591891f7140313_Federated-Learing-based approach for attack detection (translated Opdagelse af angreb baseret pa federated learning).txt,86,83,22981,22170,32,17,36.0,1105.0,21024.0,2797.0,19.03,4.82,0.133,11.0,June 2022,,"Koziak, Tomasz Mariusz",1,2023,63fd546389591891f7140313,Federated-Learing-based approach for attack detection|Opdagelse af angreb baseret pa federated learning,DTU Electro
5f4a37f7d9001d01721d7e97_Experimental investigation of one-way energy capture by an oscillating water column wave energy device (translated Ekspe.txt,129,119,33760,32600,106,7,34.0,1324.0,32892.0,3238.0,24.84,4.38,0.098,11.7,,,"Trevino, Jokin Brito",1,2020,5f4a37f7d9001d01721d7e97,Experimental investigation of one-way energy capture by an oscillating water column wave energy device|Eksperimentel undersøgelse af envejs energiabsorbering i en oscillerende vandsøjle bølgenergianlæg,DTU Construct
5f4a37f7d9001d01721d7e97_Experimental investigation of one-way energy capture by an oscillating water column wave energy device (translated Ekspe.txt,129,119,33760,32600,106,7,34.0,1324.0,32892.0,3238.0,24.84,4.38,0.098,11.7,,,"Trevino, Jokin Brito",1,2020,5f4a37f7d9001d01721d7e97,Experimental investigation of one-way energy capture by an oscillating water column wave energy device|Eksperimentel undersøgelse af envejs energiabsorbering i en oscillerende vandsøjle bølgenergianlæg,DTU Construct
5f4a37f7d9001d01721d7e97_Experimental investigation of one-way energy capture by an oscillating water column wave energy device (translated Ekspe.txt,129,119,33760,32600,106,7,34.0,1324.0,32892.0,3238.0,24.84,4.38,0.098,11.7,,,"Trevino, Jokin Brito",1,2020,5f4a37f7d9001d01721d7e97,Experimental investigation of one-way energy capture by an oscillating water column wave energy device|Eksperimentel undersøgelse af envejs energiabsorbering i en oscillerende vandsøjle bølgenergianlæg,DTU Construct
65596043cef18e04879472bd_Off-policy reinforcement learning for portfolio allocation (translated Off-policy reinforcement learning til allokering .txt,116,89,28574,22393,23,12,115.0,1024.0,21913.0,3059.0,21.4,4.64,0.14,11.1,October 2023,,"Bejenariu, Andreea Teodora",1,2023,65596043cef18e04879472bd,Off-policy reinforcement learning for portfolio allocation|Off-policy reinforcement learning til allokering af porteføljer,DTU Compute
65596043cef18e04879472bd_Off-policy reinforcement learning for portfolio allocation (translated Off-policy reinforcement learning til allokering .txt,116,89,28574,22393,23,12,115.0,1024.0,21913.0,3059.0,21.4,4.64,0.14,11.1,October 2023,,"Bejenariu, Andreea Teodora",1,2023,65596043cef18e04879472bd,Off-policy reinforcement learning for portfolio allocation|Off-policy reinforcement learning til allokering af porteføljer,DTU Compute
65596043cef18e04879472bd_Off-policy reinforcement learning for portfolio allocation (translated Off-policy reinforcement learning til allokering .txt,116,89,28574,22393,23,12,115.0,1024.0,21913.0,3059.0,21.4,4.64,0.14,11.1,October 2023,,"Bejenariu, Andreea Teodora",1,2023,65596043cef18e04879472bd,Off-policy reinforcement learning for portfolio allocation|Off-policy reinforcement learning til allokering af porteføljer,DTU Compute
67fef57446fa080a88237231_Machine Learning approaches to JWST data (translated Maskinlæringsmetoder til JWST-data).txt,56,51,16372,15212,36,3,57.0,792.0,14757.0,3139.0,18.63,5.07,0.213,11.3,March 2025,,"Magnusson, Sigurdur Bjartmar",1,2025,67fef57446fa080a88237231,Machine Learning approaches to JWST data|Maskinlæringsmetoder til JWST-data,DTU Space
6402eb5cfc958a3c450def1a_Add-on impact in aerodynamic performance of wind turbine airfoils under reverse flow conditions (translated Aerodynamisk.txt,62,50,18179,16454,47,6,17.0,799.0,15051.0,2235.0,18.84,4.45,0.148,8.9,January 2023,,"Bellisco, Aaron del Rio",1,2023,6402eb5cfc958a3c450def1a,Add-on impact in aerodynamic performance of wind turbine airfoils under reverse flow conditions|Aerodynamiske anordningers pavirkning af den aerodynamisk ydeevne af vindmølleprofiler med strømning fra bagkant til forkant,DTU Wind
66d25f6cae96edbcc421b0df_Causal discovery and inference of data from production flows (translated Kausal kortlægning og inferens af data fra prod.txt,143,129,37495,35013,82,17,29.0,1482.0,34224.0,3924.0,23.09,4.24,0.115,10.8,January 2007,,"Hubrechts, Jonas Bruun",1,2024,66d25f6cae96edbcc421b0df,Causal discovery and inference of data from production flows|Kausal kortlægning og inferens af data fra produktionslinier,DTU Compute
5e8db16dd9001d016475f3e7_Accelerated Cartesian Expansion Methods for Computational Electromagnetics (translated Elektromagnetiske beregninger med.txt,158,158,49613,49613,0,0,,3007.0,49164.0,3909.0,16.35,3.05,0.08,2.8,,,"Gæde, Martin Haulund",1,2020,5e8db16dd9001d016475f3e7,Accelerated Cartesian Expansion Methods for Computational Electromagnetics|Elektromagnetiske beregninger med ‘Accelerated Cartesian Expansion’,DTU Compute
5e8db16dd9001d016475f3e7_Accelerated Cartesian Expansion Methods for Computational Electromagnetics (translated Elektromagnetiske beregninger med.txt,158,158,49613,49613,0,0,,3007.0,49164.0,3909.0,16.35,3.05,0.08,2.8,,,"Gæde, Martin Haulund",1,2020,5e8db16dd9001d016475f3e7,Accelerated Cartesian Expansion Methods for Computational Electromagnetics|Elektromagnetiske beregninger med ‘Accelerated Cartesian Expansion’,DTU Compute
